"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"12085",12085,"charles",1322837887,716308,"02/12/2011 14:58","no",720,120,13.5,0.74,18,0.14,0.11,-0.18,-21,60,-162,30,600,-338,-61.7,-33.1,15.3,23,-1.4,0.39,0.39,108,-110,-167,696,-56,-179,-99.98265174,-36.28670265,41.97608763,8,0.08,0.27,-0.2,-27,-64,31,-454,405,1,-48.2,5.15,149,48,-0.4,2.14,0.3,-387,-271,13,-420,-374,166,"C"
"12110",12110,"charles",1322837888,632304,"02/12/2011 14:58","no",721,120,13.6,1.62,18,0.11,0.13,-0.16,-15,62,-163,25,600,-335,-58.3,-27.5,-12.1,14,2.95,-1.28,1.12,97,-91,-35,725,28,107,-110.0235653,-41.36621041,21.12895997,6,0.05,0.27,-0.08,-23,-51,12,-455,416,-22,28.4,-2.37,-68.9,9,-0.26,1.01,0.18,-24,79,31,-36,694,544,"C"
"12121",12121,"charles",1322837889,72282,"02/12/2011 14:58","no",722,120,14,1.7,18,0.14,0.13,-0.16,-17,60,-160,20,590,-332,-42.7,16.4,-76.3,23,2.41,-0.71,0.11,-218,-31,44,10,219,633,-102.9285799,-50.89659667,16.88265548,6,-0.08,0.24,-0.05,-29,-51,10,-456,420,-19,29.1,20.1,-85.4,16,0.21,-1.03,-0.25,-95,126,12,-224,749,552,"C"
"12125",12125,"charles",1322837889,220385,"02/12/2011 14:58","no",722,120,13.8,1.99,18,0.18,0.11,-0.15,-18,65,-163,29,600,-327,-44.8,23.5,-87.4,27,2.14,-1,1.72,-261,-52,8,-152,249,625,-99.01806351,-44.97995607,34.10215946,6,-0.05,0.26,-0.08,-26,-50,20,-453,419,-10,21.9,25.5,-93.2,18,0.29,-1.7,-0.69,-107,131,54,-326,766,625,"C"
"12141",12141,"charles",1322837889,740327,"02/12/2011 14:58","no",722,120,13.9,2.4,17,0.13,0.1,-0.2,-18,58,-160,27,599,-328,-50.1,34.8,-107,30,-1,-0.35,1.13,-294,-43,-13,-373,297,561,-107.0128602,-35.50043812,33.7408001,6,0.05,0.24,-0.08,-21,-53,20,-456,407,13,-36.6,36.3,-160,42,0.18,-1.17,0,-407,-45,12,-683,238,419,"C"
"12150",12150,"charles",1322837891,144323,"02/12/2011 14:58","no",723,119,13.9,3.06,17,0.16,0.13,-0.11,-20,60,-157,31,599,-316,-95.5,-18.7,60.2,41,0.27,-0.79,0.92,102,-177,-349,355,-118,-508,-107.314862,-46.41284692,16.6563039,6,0.11,0.32,-0.16,-27,-53,10,-460,415,-26,35.9,14.6,-56.6,15,-0.29,0.55,-0.13,-93,118,-10,-130,723,504,"C"
"12167",12167,"charles",1322837891,860391,"02/12/2011 14:58","no",723,120,13.8,2.88,18,0.08,0.1,-0.15,-18,60,-162,25,592,-341,-64.5,-25.6,10.9,26,2.54,-1.04,0.75,134,-125,-177,719,-66,-128,-104.913091,-47.57808343,19.75827917,6,-0.08,0.31,0.07,-28,-53,12,-463,417,-25,-4.68,37.4,-107,22,0.31,-2.02,-1.13,-200,64,62,-606,662,727,"C"
"12183",12183,"charles",1322837893,460312,"02/12/2011 14:58","no",724,120,14.5,1.29,18,0.05,0.1,-0.23,-19,63,-166,31,602,-334,-44.4,15.2,-75.3,21,-1.81,0.4,-0.03,-197,-44,60,99,200,628,-103.2630209,-46.3647609,25.31343126,6,0.1,0.24,-0.05,-25,-48,14,-447,435,-11,29.8,29,-55.5,18,-0.37,1.28,0.2,-131,117,27,-313,765,591,"C"
"12191",12191,"charles",1322837893,696303,"02/12/2011 14:58","no",724,120,14.5,1.49,18,0.13,0.11,-0.18,-19,61,-163,22,599,-331,-41.6,1.08,-45.5,10,-1.91,0.06,0.92,-54,-73,36,473,110,474,-106.2520981,-48.83252914,12.97840599,6,0.13,0.26,-0.18,-29,-54,8,-450,424,-15,35.8,15.6,-45.2,8,-0.55,1.36,-0.36,-48,65,15,-136,730,566,"C"
"12195",12195,"charles",1322837893,816368,"02/12/2011 14:58","no",724,120,14.3,1.51,18,0.18,0.14,-0.11,-16,62,-160,27,601,-335,-41.2,-3.8,-34.5,8,-1.56,0.03,0.57,14,-77,-17,591,59,361,-102.008848,-53.24740353,12.72598205,6,0.18,0.26,-0.23,-28,-47,7,-456,418,-23,37.4,11.5,-43.4,14,0.08,0.72,0.34,-74,112,31,-67,711,531,"C"
"12210",12210,"charles",1322837894,420301,"02/12/2011 14:58","no",725,120,14,2.13,18,0.03,0.11,-0.2,-18,61,-166,33,597,-336,-41.3,-16.2,-33.8,7,1.62,-0.98,0.8,11,-67,4,579,86,368,-107.7996015,-46.54412762,15.01694996,6,-0.1,0.29,0.11,-27,-53,9,-458,417,-16,-3.75,46.4,-104,30,0.13,-1.53,-0.46,-279,82,36,-612,621,599,"C"
"12218",12218,"charles",1322837894,808322,"02/12/2011 14:58","no",725,119,14.8,1.19,18,0.11,0.13,-0.15,-15,62,-160,22,600,-335,-36.1,3.86,-59,13,1.81,-1,0.77,-117,-44,43,265,194,576,-93.50469203,-60.19113634,17.97727461,7,0.02,0.29,-0.13,-38,-54,12,-463,407,-16,-33.9,43.5,-141,41,0.26,-1.11,0.07,-398,-46,17,-682,308,451,"C"
"12219",12219,"charles",1322837894,876293,"02/12/2011 14:58","no",725,119,14.7,1.2,18,0.14,0.13,-0.15,-14,62,-162,27,596,-329,-36.5,6.43,-62.4,16,1.88,-0.98,0.75,-141,-46,44,199,204,598,-105.7483129,-46.74154767,19.65139285,7,0.06,0.37,-0.13,-30,-58,13,-464,401,-8,-35.9,42.6,-143,40,0.16,-0.9,0,-389,-58,12,-688,281,431,"C"
"12220",12220,"charles",1322837894,980343,"02/12/2011 14:58","no",725,119,14.6,1.32,18,0.16,0.11,-0.18,-18,63,-163,26,603,-334,-37.9,10.2,-67.5,18,1.89,-0.96,0.56,-162,-54,55,127,207,635,-105.9088254,-48.47877055,15.09012541,7,0.1,0.29,-0.1,-31,-58,10,-457,408,-14,-37.8,41.8,-145,40,0.1,-0.4,0.03,-384,-87,13,-684,239,418,"C"
"12263",12263,"charles",1322837896,932459,"02/12/2011 14:58","no",727,120,14,3.07,18,0.16,0.13,-0.15,-18,61,-161,26,599,-335,-43.2,-19.5,-20,13,0.88,-0.77,0.94,78,-96,-33,665,11,269,-104.6839911,-50.98227998,11.04229141,6,-0.06,0.29,0.02,-31,-55,7,-462,418,-23,23.1,30,-69.1,15,0.5,-2.14,-0.49,-84,111,31,-335,782,644,"C"
"12274",12274,"charles",1322837897,200333,"02/12/2011 14:58","no",728,120,14.2,3.22,18,0.06,0.13,-0.16,-18,62,-167,23,599,-336,-33.9,-1.06,-45.1,9,1.53,-0.8,0.75,-44,-56,52,410,136,514,-108.1324654,-46.568239,13.98099835,7,-0.05,0.32,-0.07,-29,-57,9,-462,408,-31,-31.3,41.5,-136,38,0.66,-1.99,0.16,-372,-18,20,-692,378,529,"C"
"12283",12283,"charles",1322837897,788275,"02/12/2011 14:58","no",728,120,14.1,3.6,18,0.11,0.11,-0.2,-18,63,-161,24,601,-332,-36.5,18.7,-70.1,22,1.78,-0.98,0.98,-203,-63,32,19,236,632,-117.1699919,-38.02196875,11.54327424,8,-0.02,0.26,-0.08,-29,-72,9,-461,412,-19,-46.4,34.5,-151,44,-0.05,0.4,0.15,-420,-110,14,-674,154,407,"C"
"12291",12291,"charles",1322837897,956326,"02/12/2011 14:58","no",728,120,14.1,3.27,17,0.11,0.11,-0.18,-18,59,-159,36,599,-332,-42,30.1,-90,31,1.49,-0.98,1.33,-296,-62,-24,-236,263,605,-100.8874765,-48.94373347,25.34401123,7,0.02,0.31,-0.07,-30,-54,16,-462,409,-11,-35.6,41.9,-132,39,-0.43,1.32,0,-376,-41,33,-693,352,528,"C"
"12302",12302,"charles",1322837898,584283,"02/12/2011 14:58","no",729,119,14.3,2.95,18,0.05,0.11,-0.15,-19,64,-159,31,604,-317,-32.6,15,-63.5,21,-1.62,0.21,0.46,-195,-52,23,173,204,608,-98.85799579,-39.93519872,39.93519872,7,-0.06,0.51,-0.08,-27,-58,27,-458,411,-18,33.9,31.3,-48.4,17,-0.22,1.73,0.52,-121,113,-18,-278,751,543,"C"
"12306",12306,"charles",1322837898,933214,"02/12/2011 14:58","no",729,119,14.4,2.39,18,0.11,0.13,-0.15,-18,61,-161,22,601,-327,-30.9,-3.48,-38.8,7,-1.3,0.06,0.46,-30,-56,29,523,107,435,-111.7275274,-39.54756162,21.02204818,6,0.11,0.39,-0.2,-24,-56,13,-450,429,2,41.5,13,-37.4,11,0.08,0.66,0.62,-40,96,-1,-43,686,482,"C"
"12312",12312,"charles",1322837900,56381,"02/12/2011 14:58","no",730,121,14.3,3.05,19,0.03,0.1,-0.21,-20,64,-169,27,599,-342,-35,6.08,-53.7,14,1.78,-0.9,0.85,-114,-56,52,275,171,585,-100.3973338,-55.30292234,11.16521747,6,-0.08,0.31,0.18,-33,-53,7,-460,410,-17,-45.7,40.4,-141,42,0.37,-0.98,0.11,-409,-42,43,-689,254,476,"C"
"12313",12313,"charles",1322837900,112381,"02/12/2011 14:58","no",730,120,14.5,2.94,18,0.05,0.1,-0.21,-16,62,-167,27,601,-340,-35.6,10,-58.5,16,1.86,-0.88,0.72,-135,-45,69,194,184,606,-109.8179719,-44.48809657,14.89468262,7,-0.05,0.31,0.1,-29,-60,10,-462,403,-21,-47.9,38.9,-145,44,0.39,-0.93,0.21,-423,-41,35,-681,215,452,"C"
"12318",12318,"charles",1322837900,360306,"02/12/2011 14:58","no",730,120,14.4,3.08,18,0.14,0.11,-0.16,-21,64,-166,27,594,-335,-40.2,19.8,-70.2,22,1.56,-0.67,0.85,-200,-67,35,-5,200,652,-108.9106913,-47.67927625,6.334331684,6,0.02,0.21,0.07,-29,-56,4,-459,408,-26,-53.2,33.6,-153,48,-0.14,-0.53,-0.15,-450,-136,2,-657,79,363,"C"
"12329",12329,"charles",1322837900,956310,"02/12/2011 14:58","no",730,120,14.4,3.22,18,0.1,0.13,-0.15,-20,62,-162,29,602,-347,-43.4,35,-101,31,-0.96,-0.08,0.56,-301,-45,-9,-356,302,570,-107.4901385,-43.96087351,21.44322519,7,-0.11,0.39,-0.05,-30,-62,15,-469,402,-2,9.23,44.8,-71,23,-0.45,1.64,0.26,-192,96,74,-543,718,677,"C"
"12337",12337,"charles",1322837902,244353,"02/12/2011 14:58","no",731,121,13.7,3.34,19,0.11,0.14,-0.15,-15,65,-170,42,599,-341,-43.4,-23.5,-22.4,10,1.49,-1.01,1.03,55,-82,-26,641,46,280,-107.4901385,-43.96087351,21.44322519,7,-0.11,0.39,-0.05,-30,-62,15,-469,402,-2,-29.2,46.3,-123,34,0.43,-1.56,-0.13,-333,-30,26,-691,407,541,"C"
"12366",12366,"charles",1322837903,528285,"02/12/2011 14:58","no",732,121,14.4,4.19,18,0.06,0.11,-0.16,-21,62,-166,26,593,-336,-38,27.6,-91.2,28,-1.4,-0.02,0.9,-274,-34,23,-227,280,598,-107.4901385,-43.96087351,21.44322519,7,-0.11,0.39,-0.05,-30,-62,15,-469,402,-2,22.1,45.2,-58.3,25,-0.13,1.2,0.18,-210,124,21,-488,733,608,"C"
"12367",12367,"charles",1322837903,589283,"02/12/2011 14:58","no",732,121,14.5,4.03,18,0.05,0.11,-0.2,-23,63,-166,25,593,-344,-36.4,25.2,-87.2,27,-1.49,0.11,0.64,-266,-29,29,-176,283,621,-107.4901385,-43.96087351,21.44322519,7,-0.11,0.39,-0.05,-30,-62,15,-469,402,-2,24.9,43.7,-55.1,26,-0.27,1.09,0.11,-223,114,5,-459,742,598,"C"
"12368",12368,"charles",1322837903,644277,"02/12/2011 14:58","no",732,121,14.6,3.85,18,0.05,0.13,-0.18,-19,62,-166,28,593,-338,-35.4,22.6,-82.8,26,-1.64,0.21,0.36,-253,-32,33,-98,257,622,-107.4901385,-43.96087351,21.44322519,7,-0.11,0.39,-0.05,-30,-62,15,-469,402,-2,27.1,41.7,-51.9,21,-0.34,1.3,-0.08,-185,93,14,-431,751,612,"C"
"12392",12392,"charles",1322837901,188331,"02/12/2011 14:58","no",760,120,14.9,2.37,18,0.08,0.13,-0.18,-20,62,-164,27,593,-338,-31.8,16.4,-70.5,22,-1.96,0.32,0.48,-214,-40,33,101,246,614,-107.4901385,-43.96087351,21.44322519,7,-0.11,0.39,-0.05,-30,-62,15,-469,402,-2,37.2,33.5,-44.3,21,-0.08,1.25,0.16,-144,146,1,-293,747,523,"C"
"12410",12410,"charles",1322837899,348362,"02/12/2011 14:58","no",761,120,13.9,3.2,17,0.18,0.13,-0.13,-20,62,-158,29,599,-335,-41.5,-17.8,-18.5,15,-0.29,-0.35,0.62,66,-104,-71,679,5,237,-105.1391453,-48.63999403,16.77305103,6,0.13,0.26,-0.18,-28,-52,10,-452,423,-12,36.2,21.1,-47.6,13,0.13,-1.53,-0.72,-47,117,17,-156,738,542,"C"
"12415",12415,"charles",1322837899,552359,"02/12/2011 14:58","no",761,120,13.9,3.21,17,0.11,0.13,-0.11,-19,61,-159,30,598,-336,-43.6,-20.7,-19.6,14,0.8,-0.61,0.69,84,-100,-37,667,21,260,-107.1830289,-49.10593241,8.139334043,6,0.03,0.29,-0.1,-29,-54,5,-455,411,-6,19.7,40.6,-72.9,22,0.43,-2.07,-0.48,-164,144,21,-448,744,598,"C"
"12430",12430,"charles",1322837892,48386,"02/12/2011 14:58","no",762,120,14.4,2.25,18,0.05,0.1,-0.2,-19,62,-165,24,595,-336,-45.3,-16.8,-30.5,5,2.89,-1.51,0.92,14,-44,23,633,98,307,-104.1897596,-50.39612629,14.68601,7,-0.03,0.26,0,-33,-59,10,-468,408,-12,-29.6,39.2,-138,36,-0.08,-1.04,-0.64,-348,21,28,-696,387,565,"C"
"12442",12442,"charles",1322837892,676270,"02/12/2011 14:58","no",762,120,14.2,2.89,18,0.1,0.11,-0.2,-21,61,-161,27,601,-336,-47.8,24.8,-109,30,1.35,-1.01,1.1,-293,-33,-22,-371,334,552,-117.7196055,-35.01375562,17.23657396,8,0.03,0.31,0.02,-26,-70,13,-471,399,-15,-30.6,41.7,-135,41,-0.39,1.14,-0.07,-398,-35,17,-686,325,470,"C"
"12445",12445,"charles",1322837892,820334,"02/12/2011 14:58","no",762,120,14.3,2.77,17,0.11,0.13,-0.15,-18,60,-159,26,599,-339,-50.1,26.7,-113,31,0.77,-0.5,0.34,-297,-29,-35,-425,348,561,-116.794234,-39.77507048,6.055976348,8,0.1,0.31,-0.08,-32,-76,5,-472,399,-12,-23.8,43.4,-124,36,-0.43,1.51,0.07,-355,7,35,-684,421,532,"C"
"12452",12452,"charles",1322837890,252344,"02/12/2011 14:58","no",763,120,13.7,2.96,18,0.13,0.11,-0.16,-18,62,-159,23,600,-328,-34.2,-0.72,-47.5,11,-3.34,0.67,1.02,-94,-33,52,467,152,463,-114.8092616,-35.23183736,22.36946617,8,0.18,0.26,0,-28,-74,18,-471,405,-10,-31.5,37.5,-144,42,-0.34,1.09,-0.13,-406,-39,27,-687,320,502,"C"
"12461",12461,"charles",1322837890,548291,"02/12/2011 14:58","no",763,120,13.8,3.04,18,0.1,0.11,-0.18,-20,60,-161,31,597,-318,-63.5,-27.4,16.7,25,-2.04,0.19,0.38,103,-138,-169,706,-117,-162,-109.1753452,-38.13251777,27.54254185,7,0.06,0.4,-0.2,-26,-62,19,-467,411,-11,-0.04,40.1,-99.9,31,-0.34,1.62,0.28,-288,97,42,-588,651,619,"C"
"12474",12474,"charles",1322837882,224370,"02/12/2011 14:58","no",764,117,14.2,-1.74,17,0.13,0.11,-0.16,-13,60,-157,30,604,-315,-66.9,-31.2,21.3,28,1.81,-1.25,1,142,-132,-195,682,-92,-214,-106.0258072,-39.67086629,30.37876459,8,-0.22,0.32,0.15,-31,-70,24,-462,403,22,27.1,0.09,-73.5,9,0.19,-0.1,0.16,-39,79,16,-64,712,599,"C"
"12479",12479,"charles",1322837882,280305,"02/12/2011 14:58","no",764,117,14,-1.48,17,0.14,0.13,-0.13,-18,63,-157,29,599,-322,-58.6,-31,4.22,23,2.34,-1.38,0.75,113,-105,-166,730,-24,-43,-105.8124074,-42.25504741,27.24794195,8,0.03,0.19,-0.07,-32,-68,21,-464,397,17,27.9,5.07,-79.1,12,0.14,-0.74,-0.15,-49,111,16,-102,727,603,"C"
"12487",12487,"charles",1322837882,704751,"02/12/2011 14:58","no",764,118,14.2,-1.72,18,0.11,0.1,-0.16,-19,62,-161,27,612,-321,-39.9,-13.3,-45.1,9,2.5,-0.93,-0.18,-38,-61,51,500,160,448,-98.79540197,-52.13041636,23.65584835,7,0.03,0.24,-0.08,-34,-57,16,-469,396,19,3.46,20.3,-115,24,1.41,-2.81,-0.23,-144,166,86,-491,777,871,"C"
"12489",12489,"charles",1322837882,716331,"02/12/2011 14:58","no",764,117,14.2,-1.73,18,0.1,0.11,-0.16,-19,63,-159,32,607,-324,-38.9,-8.48,-51.4,10,2.2,-1.08,1.18,-56,-48,64,417,191,497,-110.028726,-26.29947317,38.05063771,8,0.06,0.4,-0.18,-21,-72,30,-470,396,7,-3.85,24.7,-127,27,0.98,-3.29,-0.85,-155,191,85,-598,710,844,"C"
"12497",12497,"jeremy",1322673118,166620,"30/11/2011 17:11","no",785,0.74,5.34,-88.1,5,0.02,-0.02,-0.05,-21,1,44,56,633,-289,0,0,0,36,0.03,0,-0.07,-262,165,-162,-342,428,429,56.09063322,-55.62596691,-72.34667721,26,0.59,0,-0.84,-134,135,-168,-541,246,122,147,19.5,140,35,-0.24,0.08,-0.02,-109,276,-171,-608,608,637,"C"
"12510",12510,"jeremy",1322673118,774656,"30/11/2011 17:11","no",785,0.43,5,-87.9,4,-0.02,-0.02,-0.02,-15,2,41,58,641,-306,0,0,0,23,-3.34,1.16,-0.66,66,38,-207,734,-110,-116,54.89766063,-54.47341954,-74.45406699,28,0.37,0.19,-0.38,-143,144,-187,-521,267,129,146,19.8,132,33,-0.03,0.06,-0.07,-126,238,-176,-600,606,659,"C"
"12550",12550,"jeremy",1322673098,778657,"30/11/2011 17:11","no",787,1.27,5.09,-88,4,0.1,0,-0.02,-15,0,41,48,635,-293,0,0,0,36,-0.02,-0.05,0,-261,173,-155,-345,437,423,53.08810735,-52.66320043,-77.64332983,28,0.21,0.14,-0.05,-137,138,-191,-545,276,91,142,-5.62,88.9,44,0.75,-2.99,-0.34,262,317,-140,-122,751,789,"C"
"12562",12562,"eurico",1322489682,326760,"28/11/2011 14:14","no",803,1.34,2.11,-88,2,0.02,0,-0.07,-6,3,22,42,562,-441,74.1,-13.3,70.5,23,2.6,-0.77,0.25,-108,197,-20,237,228,570,-52.13580776,94.30354482,-31.6546391,2,0.19,0.11,-0.3,13,-8,-5,-511,125,262,-173,12.8,54.9,40,-0.42,-3.69,-0.21,-9,345,187,-59,642,-350,"C"
"12572",12572,"eurico",1322489682,666637,"28/11/2011 14:14","no",803,0.71,1.91,-87.7,3,0.08,0,-0.05,-3,3,28,42,572,-421,77,9.23,117,32,0.85,-0.21,0.31,-247,163,-103,-390,303,508,-57.69313452,18.2835137,-95.82415885,1,0.1,0.14,0.16,2,-6,-9,-505,140,274,-175,3.69,114,39,-0.24,-0.82,0.41,-84,305,212,-719,1150,-513,"C"
"12573",12573,"eurico",1322489682,790635,"28/11/2011 14:14","no",803,0.69,1.99,-87.7,3,0.1,-0.02,-0.05,-4,3,28,37,567,-430,77.4,9.56,118,31,0.72,-0.16,0.26,-238,162,-103,-399,312,504,-35.42041058,54.71623736,-89.53036317,1,0.02,0.13,0.16,6,-4,-9,-500,150,269,-175,3.71,115,38,-0.26,-0.69,0.44,-83,291,213,-734,1150,-514,"C"
"12578",12578,"eurico",1322489674,50752,"28/11/2011 14:14","no",804,1.48,1.33,-88.2,2,-0.11,0.02,0,-4,7,19,32,567,-437,96.2,-27.7,14,25,-1.09,0.1,-0.07,96,78,-210,728,-56,105,75.41682187,6.228414115,-81.2747141,5,0.06,-0.13,-0.16,3,33,-35,-487,249,228,172,9.22,4.01,29,-0.11,2.55,0.02,175,110,193,566,-464,42,"C"
"12589",12589,"eurico",1322489674,546700,"28/11/2011 14:14","no",804,0.8,1.52,-88,3,0.03,-0.02,-0.03,-4,5,29,32,563,-422,80,-20.1,63.6,18,2.3,-0.64,0.28,-46,169,-11,343,143,546,84.88745129,9.699551981,-71.24550574,4,0.08,-0.27,-0.08,4,31,-27,-497,227,228,173,11.9,-7.05,30,-0.37,-2.81,0.23,203,91,190,530,-385,6,"C"
"12594",12594,"eurico",1322489674,698688,"28/11/2011 14:14","no",804,0.76,1.71,-88,3,0.06,0,-0.02,-1,2,30,32,567,-421,79.7,-11.4,80.8,25,2.38,-0.8,0.66,-150,187,-31,107,229,623,80.36160601,24.23214635,-70.93116677,3,-0.18,-0.32,0.1,7,21,-19,-497,213,235,177,15.3,10.5,33,-0.37,-2.81,0,183,195,174,392,-47,-113,"C"
"12602",12602,"eurico",1322489672,6658,"28/11/2011 14:14","no",805,1.59,1.32,-88.2,2,-0.13,0.05,-0.02,-4,4,16,29,564,-437,96.1,-15.4,24.7,20,3.42,-1.57,0.02,37,186,-38,636,77,290,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,180,13,39.4,32,-0.03,3.37,0.54,103,244,174,381,-24,-118,"C"
"12609",12609,"eurico",1322489672,222650,"28/11/2011 14:14","no",805,1.39,0.79,-87.9,2,-0.02,0.02,-0.07,-6,2,22,23,567,-443,94.5,0.61,63.9,25,3,-1.32,0.26,-106,221,1,203,286,555,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,171,7.85,-10.5,25,-0.59,1.57,0.21,154,-17,190,559,-614,71,"C"
"12620",12620,"eurico",1322489672,574673,"28/11/2011 14:14","no",805,0.61,2.19,-88.2,3,0.13,0,-0.03,-8,0,28,31,570,-420,95.2,8.3,111,31,0.53,0.14,-0.44,-222,171,-107,-393,330,511,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,177,15.3,12.7,29,-0.5,-3.03,0.08,144,177,175,383,-49,-136,"C"
"12626",12626,"eurico",1322489672,778689,"28/11/2011 14:14","no",805,0.91,2.78,-88.4,3,0.08,0,0.03,-4,4,27,34,568,-434,90,5.51,115,34,-0.18,0.14,-0.21,-252,156,-143,-379,291,535,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-179,16.4,49.7,38,-0.19,-2.83,-0.38,132,306,173,-18,581,-335,"C"
"12642",12642,"pedro",1323095033,624326,"05/12/2011 14:23","no",830,121,25.2,-5.48,19,-0.37,-0.03,-0.46,-41,70,-165,9,590,-361,88.6,-57.6,94.2,27,-2.89,0.61,-0.11,227,10,133,498,214,426,4.366524806,38.0125136,118.7914065,9,0.55,-0.1,-0.26,34,4,85,536,-504,-77,139,6.35,98.9,37,-0.32,1.38,0,40,307,-197,-388,760,623,"C"
"12649",12649,"pedro",1323095033,784316,"05/12/2011 14:23","no",830,121,25,-5.25,19,-0.37,-0.03,-0.43,-38,73,-166,5,594,-347,130,-49,38.4,36,-0.42,-0.43,0.1,343,-48,-41,712,121,169,-13.9312965,19.05086031,133.376511,8,0.4,0.05,-0.18,15,-11,77,535,-516,-64,140,-2.58,91.9,36,0.08,0.14,-0.05,66,287,-189,-254,770,602,"C"
"12651",12651,"pedro",1323095033,888287,"05/12/2011 14:23","yes",830,121,25,-5.14,19,-0.39,-0.03,-0.44,-41,69,-165,17,582,-355,128,-48.1,39.6,37,0.34,-0.58,0.02,359,-37,8,709,121,181,-3.9,14.7,141.8,10,0.59,0.02,-0.36,15,-4,101,533,-512,-78,140,-2.72,92.1,35,0.06,0.11,-0.07,77,276,-186,-248,771,607,"C"
"12652",12652,"pedro",1323095032,52342,"05/12/2011 14:23","no",831,121,25.4,-5.46,19,-0.35,-0.05,-0.44,-39,68,-168,12,583,-373,31.9,-60.7,-177,25,-2.6,0.59,0.16,193,11,144,402,231,486,8.20151066,16.45884779,138.6570184,7,0.77,0.06,-0.46,12,6,72,551,-489,-72,139,-3.09,95.7,34,-0.11,1.98,-0.08,96,276,-170,-329,792,664,"C"
"12653",12653,"pedro",1323095032,52402,"05/12/2011 14:23","no",831,121,25.3,-5.4,19,-0.34,-0.03,-0.44,-40,70,-169,6,588,-364,34.3,-63.9,-180,26,-2.6,0.59,0.18,207,15,153,422,232,479,5.055333313,32.13247354,124.5234904,8,0.77,0.08,-0.44,25,4,75,550,-494,-79,139,-4.71,93.8,37,-0.05,2.02,0.11,108,296,-175,-322,794,662,"C"
"12678",12678,"pedro",1323095032,840334,"05/12/2011 14:23","no",831,122,25.6,-6.33,20,-0.56,-0.02,-0.48,-37,71,-176,10,583,-368,51.2,-21.9,165,11,1.01,-0.71,0.11,59,7,94,-196,368,555,-12.10402168,18.21224401,135.1363664,10,0.45,-0.22,-0.3,18,-12,97,531,-515,-43,157,35,171,27,0.32,-2.34,-0.18,-146,125,-187,-700,191,506,"C"
"12686",12686,"pedro",1323095027,92347,"05/12/2011 14:23","no",832,123,25.9,-3.07,19,-0.45,-0.03,-0.44,-42,69,-173,7,580,-373,2.85,-15.9,-39.3,26,-2.49,0.42,0.28,198,10,159,402,235,484,-26.03568503,4.291740576,130.6762961,10,0.47,0.18,-0.49,4,-24,90,521,-526,-56,146,2.67,102,39,0,2.2,0.31,61,336,-173,-429,762,626,"C"
"12690",12690,"pedro",1323095027,236386,"05/12/2011 14:23","no",832,122,26.1,-3.5,19,-0.48,-0.02,-0.49,-37,71,-170,1,590,-371,1.33,-36,-36.8,33,-2.06,0.27,-0.49,310,-34,78,587,177,348,6.337953001,40.12602743,116.3987144,10,0.59,-0.16,-0.15,37,6,87,515,-535,-60,146,-2.09,92.9,33,-0.35,1.2,-0.2,78,259,-174,-306,781,625,"C"
"12698",12698,"pedro",1323095027,588372,"05/12/2011 14:23","no",832,122,25.9,-3.02,19,-0.43,-0.03,-0.44,-42,70,-168,5,594,-371,5.64,-42.2,-43.4,33,0.77,-0.55,-0.33,316,-3,88,597,201,329,27.22293838,39.75779188,107.9929106,9,0.34,-0.32,0.21,36,25,82,512,-534,-33,151,-10.3,87.2,35,0.34,0.06,0.03,108,264,-199,-162,739,552,"C"
"12699",12699,"pedro",1323095027,612355,"05/12/2011 14:23","no",832,122,25.9,-3.07,19,-0.42,-0.03,-0.43,-42,70,-170,8,593,-370,5.5,-39.9,-44.7,33,0.93,-0.5,-0.36,309,-14,94,575,195,366,-19.63942104,22.96702951,126.6270029,9,0.29,-0.26,0.25,21,-18,88,518,-532,-28,151,-10.6,88,36,0.24,-0.08,0.05,109,267,-202,-168,742,550,"C"
